schid,survdd,survmo,survyy,survhhst,survminst,gender,saveamt,end_saveamt,saving_attitude_index,end_saving_attitude_index,student_number_school
103,13,10,2010,12,20,Female,5,14,.024145407507991,.3922217752406846,3
103,13,10,2010,9,8,Male,0,11,.024145407507991,-.7285563228234345,4
103,13,10,2010,12,48,Female,5,12,.024145407507991,-.6358943146500193,5
103,13,10,2010,12,6,Male,6,16,.8804432172220501,.2058268788696478,6
103,13,10,2010,13,0,Male ,0,30,1.394221923466216,.2922217752406846,7
103,13,10,2010,13,33,Female,0,12,.024145407507991,.7189007114698071,8
103,13,10,2010,9,44,Female,0,12,1.736741026936109,.0315520369961682,9
103,13,10,2010,12,52,Male,20,16,1.222962320691943,-.0851208271532284,10
103,14,10,2010,8,9,Male,7,17.5,-.6068801295652311,-.0684479630038319,11
103,14,10,2010,8,53,Male,9,461,.024145407507991,-.4143076255693685,12
103,14,10,2010,8,5,Female,1,13,-1.237905666638453,-.3233645101959045,13
103,13,10,2010,10,14,Male,6,14,.024145407507991,.672535233856918,14
103,14,10,2010,8,20,Male ,1,11,1.736741026936109,-.9845330538997964,15
103,14,10,2010,11,2,Male,0,15,1.736741026936109,-.3833576041618699,16
103,14,10,2010,9,46,Male,0,13,.024145407507991,-.0684479630038319,17
103,14,10,2010,8,35,Male ,0,11,1.051702819996323,-.7725975271099617,18
103,14,10,2010,8,45,Male,0,11,.024145407507991,1.565803253356956,19
103,14,10,2010,9,26,Female,0,12,.024145407507991,-1.691787152668807,20
103,14,10,2010,9,30,Male,0,11,.024145407507991,1.530330468928482,21
103,14,10,2010,9,15,Female ,10,17,.8804432172220501,1.812420618818706,22
103,14,10,2010,11,44,Female ,0,12,.024145407507991,.7509200485181137,23
103,14,10,2010,10,41,Female,1.2,12,.024145407507991,1.217055132553327,24
103,14,10,2010,10,27,Male,1,11,.024145407507991,.9654213179393158,25
103,14,10,2010,10,20,Female,3.7,22,.024145407507991,.0315520369961682,26
103,14,10,2010,9,55,Female ,8,17,.763196386392994,283.9683329655134,27
103,14,10,2010,12,19,Female,5,12,1.736741026936109,1.240965982945464,28
103,13,10,2010,12,49,Female,4,17.5,.024145407507991,.9605101378381223,29
103,14,10,2010,11,6,Male,0,16,.024145407507991,-.6623322079852411,30
103,14,10,2010,11,14,Male,2.5,39,1.736741026936109,2.295519057095124,31
103,14,10,2010,10,36,Female,0,12,.5379241137521572,.4523353956817389,32
103,14,10,2010,12,55,Female,0,12,.024145407507991,-.6534168007735477,33
103,14,10,2010,12,10,Male,0,11,.024145407507991,-.0374979415963333,34
103,14,10,2010,12,1,Female,5.1999998,32,1.736741026936109,-.2833576041618699,35
103,14,10,2010,13,40,Male ,12,26,.024145407507991,-1.448231528810983,36
103,14,10,2010,11,55,Male,3,16,.3666645364975473,-2.083481769237939,37
103,14,10,2010,13,30, Female,0,19.5,1.736741026936109,.3922217752406846,38
103,14,10,2010,13,4,Male,18.5,11,.024145407507991,-1.697076408606854,39
103,14,10,2010,12,40, Female,1,12,.7091836654871037,-3.042209169573733,40
104,7,10,2010,11,24,Female,2.5,12,.024145407507991,-.6292172667274066,1
104,7,10,2010,11,24,Female,0,22,.024145407507991,-.8300797712172094,2
104,7,10,2010,11,30,Male,2.5,11,.024145407507991,-.0684479630038319,3
104,7,10,2010,11,20,Female,0,17,.024145407507991,.0315520369961682,4
104,7,10,2010,11,25,Male,2.5,11,.024145407507991,.3704677573170987,5
104,7,10,2010,12,5,Male,0,16,.024145407507991,-.712748950835541,6
104,6,10,2010,12,6,Male,5,16,1.565481424161836,.672535233856918,7
104,7,9,2010,12,31,Male,0,37,-1.868931203711675,.2922217752406846,8
104,7,10,2010,12,13,Male,15,11,-1.868931203711675,-1.135701724356868,9
104,7,10,2010,12,20,Male,9,31,.024145407507991,-.039306107768283,10
104,7,10,2010,12,50,Female,4,42,1.736741026936109,.2535177429927664,11
104,7,10,2010,12,40,Female ,0,12.2,.024145407507991,-.2947185274961185,12
104,7,10,2010,13,1,Male,12,16.7,1.394221923466216,.618492339732971,13
104,7,10,2010,13,51,Female,0,18,.3666645364975473,.7505116767812776,14
104,7,10,2010,13,0,Female,10,12,1.736741026936109,1.09921417008604,15
104,7,10,2010,13,5,Male,0,11,.3666645364975473,.3462646693646314,16
104,7,10,2010,13,30,Female,-999,52,.024145407507991,1.520195478640281,17
104,7,10,2010,13,30,Male,100,191,1.736741026936109,2.59759008754127,18
104,7,10,2010,13,45,Male ,0,11,.024145407507991,-.0026357738088005,19
104,7,10,2010,13,55,Male,20,17,1.736741026936109,-.0684479630038319,20
104,8,10,2010,12,10,Female,0,12,.024145407507991,3049.137341555783,21
104,8,10,2010,8,50,Female ,3.5,26,.024145407507991,.0315520369961682,22
104,8,10,2010,8,45,Female,3,13.7,1.394221923466216,.4704677573170987,23
104,8,10,2010,8,46,Male ,0,21,-1.868931203711675,.5845015377175772,24
104,8,10,2010,8,40, Female,0,15,.024145407507991,.580196679221889,25
104,8,10,2010,9,40,Female ,5,17,.024145407507991,.6141874812372828,26
104,8,10,2010,9,35,Male,0,14,.3666645364975473,-1.774379941430811,27
104,8,10,2010,9,27,Female,0,12,.024145407507991,-.3143076255693685,28
104,8,10,2010,9,47,Female,0,57,-1.868931203711675,.7843045289280024,29
104,8,10,2010,9,4,Male,0,11,.024145407507991,-1.143528180951936,30
104,8,10,2010,10,35,Female,2,12,.024145407507991,.4525333455504081,31
104,8,10,2010,10,3,Female,3,13.2,.024145407507991,.415603280013819,32
104,8,10,2010,12,40,Male,12,21,-.9065254753281163,.3485219598554329,33
104,8,10,2010,10,15,Male,0,11,-1.868931203711675,-.0684479630038319,34
104,8,10,2010,10,1, Female,0,12,.024145407507991,.2539261147296025,35
104,8,10,2010,10,45,Female ,0,17,.024145407507991,.6845015377175772,36
104,8,10,2010,11,30,Male,20,20,.024145407507991,.8919930940173832,37
104,8,10,2010,12,55,Female,4,27,.024145407507991,.7815921184834538,38
104,8,10,2010,12,55,Female ,0,12,1.394221923466216,-.8436594188647211,39
104,8,10,2010,11,46,Male,3,11,-.6068801295652311,-2.510140470848412,40
105,12,10,2010,9,9,Female,0,12,1.394221923466216,.0315520369961682,1
105,12,10,2010,10,0, Female,0,57,1.394221923466216,1.647450440574926,2
105,12,10,2010,10,48,Male,2,12,-.1563355842835573,.7287576588576918,3
105,12,10,2010,11,53,Male,.5,11,1.736741026936109,-.217077925946115,4
105,12,10,2010,8,59,Female,1,17,-.6068801295652311,.0315520369961682,5
105,12,10,2010,9,48,Female,0,12,-.6068801295652311,.0946518157466509,6
105,12,10,2010,8,26,Male,7,21,1.051702819996323,1.856603344949636,7
105,12,10,2010,10,36,Female,0,12,.024145407507991,.0315520369961682,8
105,12,10,2010,9,5, Male,0,14,-.2103482541501209,-1.158649138302677,9
105,12,10,2010,9,53, Male,9,18.6,.024145407507991,.8699695369417429,10
105,12,10,2010,10,52, Female,5,12,.024145407507991,.3898419385367614,11
105,12,10,2010,11,47,Male,18,51,.024145407507991,-.3833576041618699,12
105,12,10,2010,10,52,Male,0,11,.024145407507991,-2.120770127605642,13
105,12,10,2010,9,8, Female,.5,12,.024145407507991,.9408664174664054,14
105,12,10,2010,11,55,Female ,3,12,-1.237905666638453,.0315520369961682,15
105,12,10,2010,10,5,Male ,0,11,.024145407507991,.0412809670764008,16
105,12,10,2010,9,5,Male,0,11,-1.237905666638453,-1.335125698651346,17
105,12,10,2010,9,52,Female,0,22,-.6068801295652311,.3922217752406846,18
105,12,10,2010,10,40,Male,0,11,-1.237905666638453,.6214085736568246,19
105,12,10,2010,10,28,Female,0,12,-1.237905666638453,.2539261147296025,20
105,13,10,2010,8,16,Female ,2,12,1.394221923466216,.580196679221889,21
105,13,10,2010,8,59, Female,6,14,1.736741026936109,-.6100365403909924,22
105,13,10,2010,9,53,Female,5,12,-.1563355842835573,.5485857139104183,23
105,12,10,2010,12,40,Male,0,11,.7091836654871037,-.0684479630038319,24
105,12,10,2010,11,51,Female ,0,12,-.6068801295652311,-2.018057717161094,25
105,13,10,2010,8,12,Female,0,212,-.6068801295652311,1.476815218257726,26
105,13,10,2010,9,56, Female,30,22,.024145407507991,.3922217752406846,27
105,13,10,2010,9,3,Female ,0,12,.024145407507991,-3.396889763079455,28
105,12,10,2010,11,16,Male,0,13,-.5528674086593406,-1.370397472377731,29
105,13,10,2010,8,25,Female,4.5,12,-.6068801295652311,-.7036779688121381,30
105,13,10,2010,9,13,Male,5,11,-1.237905666638453,-.6976063014159359,31
105,13,10,2010,9,50,Male ,0,11,-.6068801295652311,-3.185719850250966,32
105,13,10,2010,8,55,Male,0,13,.024145407507991,.9844040944070607,33
105,13,12,2010,9,51,Male,0,11,1.736741026936109,2935.980156871978,34
105,13,11,2010,8,15,Female,0,12,.024145407507991,1.474380759255336,35
105,12,10,2010,12,45,Female ,6,12,.024145407507991,-.6405781900616551,36
105,13,10,2010,8,14,Male,1,18,1.394221923466216,2.249295965973343,37
105,13,10,2010,8,55,Male,2.5999999,16,1.051702819996323,1.337457853128716,38
105,13,10,2010,9,51,Female,2,12,.024145407507991,.6913605937665628,39
105,12,10,2010,12,50,Male,0,18,1.565481424161836,2.629609424589576,40
106,15,10,2010,7,51,Female ,0,12,-.6068801295652311,.0315520369961682,1
106,15,10,2010,9,0,Female ,0,12,-.6068801295652311,.0315520369961682,2
106,21,10,2010,7,30, Male,0,12.2,1.668237267489323,.4253322019186093,3
106,21,10,2010,9,15,Female,0,15,.4746899527896649,-.6750319861123518,4
106,21,10,2010,11,21,Female,0,16,-1.237905666638453,.580196679221889,5
106,15,10,2010,10,16,Male,0,11,-.6068801295652311,-.0684479630038319,6
106,15,10,2010,1,20, Female,25,17.7,-1.868931203711675,-.9820672019697575,7
106,18,10,2010,7,15,Male,0,11,1.394221923466216,-.0684479630038319,8
106,18,10,2010,9,15,Male,104,59,1.105715489862887,1.186780702330409,9
106,18,10,2010,10,15,Male,0,11,-.6068801295652311,-1.796471028080443,10
106,21,10,2010,12,40,Female,0,17,.024145407507991,-.9554878312196932,11
106,21,10,2010,2,0,Male ,0,11,-1.868931203711675,-.4578183062466014,12
106,18,10,2010,11,15,Female ,0,22,1.105715489862887,.580196679221889,13
106,18,10,2010,1,31,Male,12,28,.024145407507991,-.0541708057457298,14
106,18,10,2010,2,15,Female,0,13.1,.024145407507991,.0574098112551951,15
106,22,10,2010,7,1,-999,20,11,-1.237905666638453,.618492339732971,16
106,19,10,2010,1,30,Male,16,15.6,1.736741026936109,-.3833576041618699,17
106,19,10,2010,11,15,Female ,0,17,.1321708493197719,.3922217752406846,18
106,19,10,2010,9,10,Female ,0,14,.4746899527896649,1.403461177502687,19
106,19,10,2010,7,0,Female,5,12.8,1.105715489862887,.0315520369961682,20
106,20,10,2010,7,30,Female,3,12,.024145407507991,.0315520369961682,21
106,20,10,2010,9,10,Male,15,11,-.6068801295652311,-.0684479630038319,22
106,20,10,2010,11,10, Female,0,13,.024145407507991,.0315520369961682,23
106,20,10,2010,1,10,Male,0,11,-1.237905666638453,-.3947185274961185,24
106,20,10,2010,2,0, Male,0,11,.024145407507991,.2922217752406846,25
106,22,10,2010,8,10,Female ,0,14,1.105715489862887,-1.316620563499512,26
106,22,10,2010,10,30,Male ,0,11.5,.024145407507991,.8371286330649881,27
106,22,10,2010,12,15,Female,0,12,-.6068801295652311,-.8866313075104404,28
106,22,10,2010,1,45,Female,0,16,-1.868931203711675,.0810974140743292,29
106,25,10,2010,8,50,Male,0,12.6,1.105715489862887,.9992141700860404,30
106,25,10,2010,10,40,Male,3,14,-.6068801295652311,2.292602839522155,31
106,22,10,2010,12,10,Male,7,51,.3034303500153916,1.637557418607775,32
106,22,10,2010,1,0,Male ,0,11,-1.237905666638453,-1.44247833775854,33
106,22,10,2010,2,0,Female,0,12,-1.868931203711675,.2539261147296025,34
106,27,10,2010,7,50,Male,2.5,16,1.736741026936109,.0324278977537276,35
106,27,10,2010,9,30,Male,30,11,.024145407507991,-2.509479526944439,36
106,27,10,2010,11,50,Male,0,14,-1.237905666638453,1.141740070534531,37
106,27,10,2010,12,40,Male,.5,15,-.6068801295652311,.2922217752406846,38
106,27,10,2010,1,40, Male,5.5,21,.024145407507991,-.7167870277523498,39
106,27,10,2010,2,30,Female,4,22,.024145407507991,-2.376095046534551,40
107,25,10,2010,9,6,Male,0,11,1.105715489862887,.2922217752406846,1
107,25,10,2010,9,47,Female ,0,12,1.105715489862887,-.2947185274961185,2
107,25,10,2010,10,36,Female,1,14,.9344558870886138,.3578226014884547,3
107,25,10,2010,9,55,Female,3.5999999,12,1.105715489862887,-.6409865617984911,4
107,25,10,2010,12,8, Female,2,22,1.736741026936109,.5950067549008689,5
107,25,10,2010,9,7,Female ,.69999999,12,-.6068801295652311,-.7161082077871944,6
107,25,10,2010,9,57,Female,5,12,-.6068801295652311,1.09921417008604,7
107,25,10,2010,10,48,Female,0,20,.4206772829231012,-.9631120429106551,8
107,25,10,2010,11,28,Female,.5,32,.024145407507991,1.267136981958692,9
107,25,10,2010,10,55,Female,6,62,1.105715489862887,1.267545353695528,10
107,25,10,2010,9,6,Male ,10,11,1.105715489862887,-1.615636166057154,11
107,25,10,2010,9,54,Female ,0,12,-1.237905666638453,-.1998642408190978,12
107,25,10,2010,10,46,Female,5,22,-.6068801295652311,1.298495375103027,13
107,25,10,2010,11,37,Female,.5,12,-.4356205650704529,.3642732858006041,14
107,25,10,2010,12,28,Female,0,12,-.6068801295652311,.0315520369961682,15
107,25,10,2010,9,5,Male,5,11,.024145407507991,-.0684479630038319,16
107,25,10,2010,9,6,Female,15,57,.1954049720027692,1.09921417008604,17
107,25,10,2010,10,43,Male,0,11.4,1.736741026936109,.2898419385367614,18
107,25,10,2010,11,26,Male ,.80000001,21,.024145407507991,1.671344397143864,19
107,25,10,2010,12,14,Female,6.5999999,18,.024145407507991,-.900951159506303,20
107,26,10,2010,9,11,Female,0,14,-.6068801295652311,-.9672571262907775,21
107,26,10,2010,9,51,Female ,0,12,1.736741026936109,-.0923419195727702,22
107,26,10,2010,9,10,Female,7,15,.024145407507991,.7815921184834538,23
107,26,10,2010,11,10,Male,0,51,.024145407507991,.9963713393468142,24
107,26,10,2010,11,56,Female ,2.5,16,.024145407507991,.0315520369961682,25
107,26,10,2010,9,15,Female ,10,15,.7091836654871037,.0315520369961682,26
107,26,10,2010,9,55,Male,4,46,1.736741026936109,.3118654956124015,27
107,26,10,2010,10,38,Male,0,11,1.051702819996323,.6214085736568246,28
107,26,10,2010,10,51,Male,2,11,.4746899527896649,-.0684479630038319,29
107,26,10,2010,11,15,Male ,8,11,1.394221923466216,.4467388119782574,30
107,26,10,2010,11,35,Male,0,11,-.6068801295652311,.6189007114698071,31
107,26,10,2010,10,42,Male,0,11.5,1.105715489862887,1.218672030246506,32
107,26,10,2010,9,48,Male,26,71,1.105715489862887,-.0230962376541895,33
107,26,10,2010,9,1, Female,5.5,20,1.105715489862887,.45762559269888,34
107,26,10,2010,8,16,Male,0,11,-.6068801295652311,.8408664174664054,35
107,26,10,2010,9,52,Female ,0,57,.024145407507991,.6863449409474529,36
107,26,10,2010,10,36,Female,7,17,1.736741026936109,-1.822766528897195,37
107,26,10,2010,11,26,Female,3,12,-1.237905666638453,-.1843713564251167,38
107,26,10,2010,9,54,Male,0,31,.024145407507991,-.0684479630038319,39
107,26,10,2010,9,13,Male,0,11,.024145407507991,-.0684479630038319,40
108,22,10,2010,9,39, Female,0,20,-1.868931203711675,1.379670015193382,1
108,22,10,2010,8,45,Female,0,16,1.105715489862887,.8287576588576918,2
108,22,10,2010,9,34,Female ,3,17,1.105715489862887,.9408664174664054,3
108,22,10,2010,9,0,Female,1,12,1.736741026936109,1.48858451332881,4
108,22,10,2010,9,50,Male,0,16,1.105715489862887,1.513405016261065,5
108,22,10,2010,9,30,Female,0,22,-.1563355842835573,-.7966219039735777,6
108,22,10,2010,10,17,Male,0,11,.763196386392994,-.9286412410218846,7
108,22,10,2010,10,14,Female ,2.5,14.2,1.051702819996323,1.353199213130946,8
108,22,10,2010,11,5, Male,1,11,1.105715489862887,-.3202578254113871,9
108,22,10,2010,10,50,Male,2,12.5,1.394221923466216,.480196679221889,10
108,22,10,2010,12,15,Male,0,11,1.105715489862887,.7773605866833964,11
108,22,10,2010,9,50,Female,5,12,1.736741026936109,.597277931459006,12
108,22,10,2010,10,58,Female ,11.4,31,.024145407507991,2.507643718592977,13
108,22,10,2010,11,48,Female,0,14.2,.249417680148828,-1.655777459051947,14
108,22,10,2010,10,20,Female,5,22,1.736741026936109,1.343992960454677,15
108,25,10,2010,9,30,Female ,0,12,1.394221923466216,-.07275282149952,16
108,25,10,2010,10,30,Male ,0,13.5,1.736741026936109,1.176602238322064,17
108,22,10,2010,11,48,Female,20,12,.024145407507991,.0801549648218727,18
108,25,10,2010,8,30,Male,50,11,-1.868931203711675,-1.467820626884233,19
108,25,10,2010,11,46, Female,1,12,.024145407507991,-.8228403985770711,20
108,25,10,2010,12,0,Female,0,15,-.6068801295652311,-.2603193537438885,21
108,25,10,2010,13,0,Female,0,12,1.105715489862887,-.6292172667274066,22
108,25,10,2010,9,10,Female,10,42,1.736741026936109,.7040906357908272,23
108,25,10,2010,12,30,Male,10,11,.024145407507991,-.0684479630038319,24
108,25,10,2010,8,49, Female,15,18,1.105715489862887,1.776151497186089,25
108,25,10,2010,9,40,-999,3,11,.024145407507991,-.4578183062466014,26
108,25,10,2010,9,32, Female,0,14,.024145407507991,1.098805798349204,27
108,25,10,2010,13,7, Male,6,28,.024145407507991,.2922217752406846,28
108,25,10,2010,10,10,Female ,10,24,1.736741026936109,1.769040358436151,29
108,25,10,2010,10,15,Male,3,11,.024145407507991,-.3833576041618699,30
108,25,10,2010,11,36, Male,0,11,-.6068801295652311,-2.524950546527391,31
108,25,10,2010,13,43,Male,5,20,1.736741026936109,2.120386317732139,32
108,25,10,2010,10,0,Male,10,16,.024145407507991,-.0684479630038319,33
108,22,10,2010,9,13,Male,2,15,-.6068801295652311,.2774116995617047,34
108,22,10,2010,10,0,Male,0,13,-1.237905666638453,-.0684479630038319,35
108,25,10,2010,11,6,Female,20,40.6,1.736741026936109,1.676961931787099,36
108,22,10,2010,11,1, Male,1,11,-.6068801295652311,.2922217752406846,37
108,25,10,2010,10,1,Male,5,31,-1.868931203711675,.0359143957873437,38
108,22,10,2010,12,7,Female,0,17,-1.237905666638453,1.318800039378716,39
108,25,10,2010,8,52,Female,5,-999,-.6068801295652311,-999,40
109,8,10,2010,9,28,Female ,1,12,1.051702819996323,.2432634809882109,1
109,8,10,2010,8,37,Male ,2,14.5,.024145407507991,1.735105119798319,2
109,8,10,2010,11,43,Male,8.5,25,.024145407507991,.480196679221889,3
109,7,10,2010,14,11,Female,0,16,1.30859212207908,.8034852552644165,4
109,8,10,2010,11,40,Male ,0,23,1.394221923466216,2.027330259976744,5
109,7,10,2010,13,26,Female ,0,12,1.736741026936109,.0946518157466509,6
109,8,10,2010,10,52, Female,2.5,16,.024145407507991,-.2711318771902271,7
109,8,10,2010,7,53, -999,0,15,-1.868931203711675,-.0374979415963333,8
109,7,10,2010,13,29,Male,0,21,-1.868931203711675,1.357504071626634,9
109,8,10,2010,8,28, Male,0,11,.024145407507991,-.0684479630038319,10
109,8,10,2010,10,13,Male,0,13.4,.8804432172220501,.3118654956124015,11
109,8,10,2010,11,43,Female,0,19.5,1.736741026936109,.580196679221889,12
109,8,10,2010,12,39,Female ,3,22,1.736741026936109,.0315520369961682,13
109,7,10,2010,14,20,Male,2,13,.024145407507991,1.345734776555549,14
109,8,10,2010,9,19,Female ,5,17,-1.237905666638453,-.2833576041618699,15
109,8,10,2010,10,52,Male,3,11,.024145407507991,-.0336404175147659,16
109,8,10,2010,8,48,Female,0,32,.024145407507991,.9408664174664054,17
109,8,10,2010,9,39,Male,1.2,16,-.6068801295652311,.2922217752406846,18
109,8,10,2010,10,33, Male,0,26,-1.868931203711675,-.0684479630038319,19
109,8,10,2010,11,26,Female ,0,32,-.895386537648897,.2343370166563524,20
109,8,10,2010,12,25,Female ,0,12,-.3072347838023459,.0315520369961682,21
109,7,10,2010,13,27,Male,0,11,-1.237905666638453,.2582309732252907,22
109,7,10,2010,14,22,Male ,1,13,-1.237905666638453,-.7514453358064606,23
109,8,10,2010,8,28,Female,0,27,.024145407507991,.0315520369961682,24
109,8,10,2010,9,17,Female,15,12,-1.868931203711675,-2.061437977543649,25
109,8,10,2010,9,59,Female,0,37,.024145407507991,-.02691261503051,26
109,8,10,2010,10,2,Male ,0,11,.024145407507991,-.3947185274961185,27
109,8,10,2010,11,47,Female ,4,12,.024145407507991,-.6096281686541566,28
109,8,10,2010,12,48,Female,3,15,-1.237905666638453,.9064672437141754,29
109,7,10,2010,14,27, Female,0,12,.024145407507991,-.0461734507494557,30
109,7,10,2010,1,27,Female,0,27,.024145407507991,.0315520369961682,31
109,8,10,2010,9,33,Male,0,11,.024145407507991,-1.098868091602248,32
109,8,10,2010,9,57,Male,0,13,.024145407507991,-.0684479630038319,33
109,8,10,2010,12,55,Male,0,26,.024145407507991,.6380814378062212,34
109,8,10,2010,9,1,Female ,2.5999999,22,-1.868931203711675,2.006148713852355,35
109,7,10,2010,13,30,Female,5,12,.024145407507991,-1.001710922341474,36
109,7,10,2010,14,12,Female,3.5,12,1.736741026936109,.6145958529741189,37
